"artist_name","user_first_name","item_in_session","user_last_name","song_length","session_id","song_title","user_id"
"Chris Clark","Jacqueline","41","Lynch","162.11546","589","From Head To Toe","29"
"The Concretes","Jacqueline","42","Lynch","195.082","589","On The Radio (Edit)","29"
"BeyoncÃÂ©","Jacqueline","43","Lynch","261.74649","589","Halo","29"
"Enya","Jacqueline","44","Lynch","218.53995","589","Only Time (Original Version)","29"
"CÃÂ©line Dion","Jacqueline","45","Lynch","219.37587","589","Ne me plaignez pas","29"
"Rise Against","Jacqueline","46","Lynch","245.96853","589","Audience Of One","29"
"Kaiser Chiefs","Jacqueline","47","Lynch","203.07546","589","Ruby","29"
"Jag Panzer","Jacqueline","48","Lynch","217.99138","589","Reign Of The Tyrants","29"
"My Chemical Romance","Jacqueline","49","Lynch","203.41506","589","The Ghost Of You (Album Version)","29"
"Zeromancer","Jacqueline","50","Lynch","360.85506","589","Cupola","29"
"The Cardigans","Jacqueline","51","Lynch","197.38077","589","Losers","29"
"Future Rock","Jacqueline","52","Lynch","239.90812","589","Gears","29"
"Lady GaGa","Jacqueline","53","Lynch","274.18077","589","Alejandro","29"
"Keyshia Cole","Jacqueline","54","Lynch","227.60444","589","Superstar","29"
"Big Star","Jacqueline","55","Lynch","203.51955","589","When My Baby's Beside Me","29"
"Armin van Buuren","Ryan","1","Smith","435.51302","686","Hold On To Me","26"
"Harmonia","Jacqueline","56","Lynch","655.77751","589","Sehr kosmisch","29"
"Jermaine Jackson","Jacqueline","57","Lynch","206.8371","589","I Need You","29"
"The Sons Of the Pioneers","Jacqueline","58","Lynch","175.59465","589","Cool Water","29"
"TiÃÂ«sto","Jacqueline","59","Lynch","231.73179","589","In The Dark (ft. Christian Burns)","29"
"U2","Jacqueline","60","Lynch","247.66649","589","Window In The Skies","29"
"Kanye West / Nas / Really Doe","Jacqueline","61","Lynch","448.57424","589","We Major","29"
"Radney Foster","Jacqueline","62","Lynch","288.96608","589","Sweet And Wild","29"
"Binary Star","Jacqueline","63","Lynch","268.93016","589","Solar Powered","29"
"Eminem","Jacqueline","64","Lynch","284.18567","589","The Real Slim Shady","29"
"Sick Puppies","Jacqueline","65","Lynch","248.58077","589","What Are You Looking For","29"
"OneRepublic","Jacqueline","66","Lynch","224.67873","589","Secrets","29"
"Say Anything","Jacqueline","67","Lynch","180.03546","589","Wow_ I Can Get Sexual Too","29"
"Nine Inch Nails","Jacqueline","68","Lynch","179.06893","589","A Warm Place","29"
"Bebe","Jacqueline","69","Lynch","234.762","589","El Golpe","29"
"Pennywise","Jacqueline","70","Lynch","138.05669","589","Waste of Time","29"
"Justice","Jacqueline","71","Lynch","265.16853","589","Waters Of Nazareth (album version)","29"
"Panic At The Disco","Jacqueline","72","Lynch","259.29098","589","Behind The Sea [Live In Chicago]","29"
"Los LÃÂ¡tigos","Jacqueline","73","Lynch","122.17424","589","Besos Y Caricias","29"
"Sick Puppies","Jacqueline","74","Lynch","209.44934","589","Maybe","29"
"David Crowder*Band","Jacqueline","75","Lynch","165.14567","589","I Saw The Light","29"
"Supersister","Jacqueline","76","Lynch","606.06649","589","A Girl Named You","29"
"Faith No More","Jacqueline","77","Lynch","249.86077","589","Last Cup Of Sorrow","29"
"Jet Black Stare","Jacqueline","78","Lynch","211.30404","589","Rearview Mirror","29"
"Muse","Jacqueline","80","Lynch","209.50159","589","Supermassive Black Hole (Twilight Soundtrack Version)","29"
"Nikka Costa","Jacqueline","81","Lynch","228.46649","589","Just Because","29"
"The Black Keys","Jacqueline","82","Lynch","139.51955","589","I'll Be Your Man","29"
"ExposÃÂ©","Jacqueline","83","Lynch","249.41669","589","Let Me Be The One","29"
"Otis Rush","Jacqueline","84","Lynch","142.62812","589","Sit Down Baby","29"
"Wavves","Jacqueline","85","Lynch","193.59302","589","So Bored","29"
"Taking Back Sunday","Jacqueline","86","Lynch","234.08281","589","The Ballad Of Sal Villanueva (Album Version)","29"
"Apocalyptica","Jacqueline","87","Lynch","206.15791","589","Quutamo","29"
"Reel Big Fish","Jacqueline","88","Lynch","158.51057","589","Turn The Radio Off","29"
"Love Shop","Jacqueline","89","Lynch","308.1922","589","En Nat Bliver Det Sommer","29"
"Erin McKeown","Jacqueline","90","Lynch","338.46812","589","Fast As I Can","29"
"Deadmau5","Jacqueline","91","Lynch","463.04608","589","Slip","29"
"Guns N' Roses","Jacqueline","92","Lynch","322.2722","589","The Garden","29"
"Dntel","Jacqueline","93","Lynch","226.82077","589","I'd Like To Know","29"
"Faron Young","Jacqueline","94","Lynch","135.31383","589","Hello Walls","29"
"Fonseca","Jacqueline","95","Lynch","276.03546","589","Como Me Mira","29"
"Platero Y Tu","Magdalene","0","Herman","133.61587","656","Imanol","77"
"Goldfrapp","Jacqueline","96","Lynch","285.36118","589","Beautiful","29"
"Simon Harris","Magdalene","1","Herman","195.83955","656","Sample Track 2","77"
"Hoobastank","Jacqueline","97","Lynch","202.57914","589","Up And Gone","29"
"Various Artists - Delicious Vinyl","Jacqueline","98","Lynch","264.25424","589","Bust A Move","29"
"Buena Vista Social Club","Jacqueline","99","Lynch","174.28853","589","La Bayamesa","29"
"Train","Jacqueline","100","Lynch","205.45261","589","Marry Me","29"
"Diam's","Jacqueline","102","Lynch","250.72281","589","Dans Ma Bulle (Edit Radio - Live 2006)","29"
"Seal","Jacqueline","103","Lynch","288.9922","589","The Beginning (Single Remix)","29"
"Flying Lotus","Jacqueline","104","Lynch","191.16363","589","Hello","29"
"Belouis Some","Jacqueline","105","Lynch","331.15383","589","Imagination (12'' Version)","29"
"Estuera","Chloe","1","Cuevas","505.44281","695","Palma Solane","49"
"The Fray","Jacqueline","106","Lynch","256.60036","589","Never Say Never","29"
"Muse","Jacqueline","107","Lynch","223.63383","589","Sunburn [Live]","29"
"The Libertines","Chloe","2","Cuevas","160.39138","695","Up The Bracket","49"
"Taylor Swift","Jacqueline","108","Lynch","233.89995","589","Love Story","29"
"Bobby Lee","Jacqueline","109","Lynch","247.43138","589","Be Aware","29"
"Great White","Jacqueline","110","Lynch","357.14567","589","House Of Broken Love","29"
"Boys Noize","Jacqueline","112","Lynch","330.762","589","DonÃÂ´t Believe The Hype","29"
"Katy Perry","Jacqueline","113","Lynch","179.40853","589","I Kissed A Girl","29"
"Platero Y Tu","Jacqueline","114","Lynch","133.61587","589","Imanol","29"
"Kim Carnes","Jacqueline","115","Lynch","217.28608","589","Crazy In The Night (Barking At Airplanes)","29"
"Apollo 100","Jacqueline","116","Lynch","163.42159","589","Joy","29"
"The Black Keys","Jacqueline","117","Lynch","191.76444","589","Howlin For You","29"
"Gorod","Jacqueline","118","Lynch","291.02975","589","Disavow your God (Album Version)","29"
"Jack Johnson","Jacqueline","123","Lynch","264.82893","589","Monsoon","29"
"M.I.A.","Chloe","5","Cuevas","206.13179","695","Paper Planes","49"
"Caribou","Jacqueline","124","Lynch","315.48036","589","Odessa","29"
"Missy Elliott","Chloe","6","Cuevas","256.54812","695","Meltdown (Amended Album Version)","49"
"Los Originales De San Juan","Jacqueline","125","Lynch","156.73424","589","El Infeliz","29"
"Michael BublÃÂ©","Chloe","7","Cuevas","152.08444","695","All I Do Is Dream Of You (Album Version)","49"
"Weezer","Jacqueline","126","Lynch","139.65016","589","Photograph","29"
"Gary Stewart","Chloe","8","Cuevas","182.67383","695","Back Sliders Wine","49"
"Travie McCoy","Aiden","1","Hess","211.12118","687","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","86"
"Professor Longhair","Ann","0","Banks","214.20363","124","Mean Ol'World","99"
"Gary Hobbs","Jahiem","1","Miles","245.52444","42","En Mi Mundo","43"
"Lifehouse","Jahiem","2","Miles","203.59791","42","We'll Never Know","43"
"Olivia Ruiz","Jahiem","3","Miles","254.74567","42","Cabaret Blanco","43"
"Jordan Rudess","Cecilia","1","Owens","1367.84934","225","Tarkus","6"
"Deerhunter","Jayden","0","Graves","162.08934","128","Weird Era","25"
"Daughtry","Jayden","1","Graves","249.91302","128","No Surprise","25"
"Vinylshakerz","Jayden","6","Graves","207.25506","128","Club Tropicana","25"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jayden","7","Graves","277.15873","128","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","25"
"Son House","Jayden","8","Graves","182.43873","128","Depot Blues","25"
"Jason Mraz & Colbie Caillat","Jayden","9","Graves","189.6224","128","Lucky (Album Version)","25"
"The Romantics","Jayden","10","Graves","233.7171","128","Talking In Your Sleep","25"
"The Postal Service","Jayden","11","Graves","266.47465","128","Such Great Heights","25"
"Tweet","Jayden","12","Graves","281.80853","128","Always Will (LP Version)","25"
"Gang Starr/Inspectah Deck","Jayden","13","Graves","225.07057","128","Above The Clouds (Edited)","25"
"Kanye West","Jayden","14","Graves","164.38812","128","Coldest Winter","25"
"Shunza","Jayden","15","Graves","250.93179","128","Nan Ni Wan","25"
"Erykah Badu","Jayden","16","Graves","286.9024","128","Back In The Day","25"
"Mariza","Maia","0","Burke","239.3073","143","Vielas De Alfama","51"
"Asia 2001","Jayden","22","Graves","150.30812","128","Epilogue","25"
"Alejandro Sanz","Maia","1","Burke","230.24281","143","Non E_ Per Te_ Per Me","51"
"The Casualties","Jayden","23","Graves","131.23873","128","Fight For Your Life","25"
"Alliance Ethnik","Jayden","24","Graves","252.21179","128","ReprÃÂ©sente","25"
"Hey Monday","Jayden","25","Graves","222.98077","128","Run_ Don't Walk","25"
"Silverchair","Jayden","26","Graves","213.13261","128","The Door","25"
"El DeBarge","Jayden","27","Graves","323.47383","128","Love Always","25"
"Evanescence","Jayden","28","Graves","236.12036","128","Bring Me To Life","25"
"Ludovico Einaudi","Jayden","30","Graves","249.02485","128","The Snow Prelude No. 2","25"
"Caifanes","Jayden","31","Graves","210.88608","128","Ayer Me Dijo Un Ave","25"
"The xx","Jayden","32","Graves","188.55138","128","Basic Space","25"
"Swizz Beatz","Jayden","33","Graves","213.7073","128","Big Munny","25"
"OutKast","Jayden","34","Graves","239.35955","128","Ms. Jackson","25"
"The Black Keys","Jayden","35","Graves","300.30322","128","The Only One","25"
"Nappy Roots [featuring Anthony Hamilton]","Jayden","36","Graves","248.00608","128","Po' Folks","25"
"Whitesnake","Jayden","37","Graves","250.3571","128","Fool For Your Loving","25"
"Foolish Things","Jayden","38","Graves","266.86649","128","Who Can Compare","25"
"Soda Stereo","Jayden","39","Graves","317.6224","128","PrÃÂ³fugos","25"
"Edward Sharpe & The Magnetic Zeros","Jayden","40","Graves","306.31138","128","Home","25"
"Anberlin","Aleena","0","Kirby","258.42893","196","Dismantle. Repair.","44"
"L-7","Aleena","2","Kirby","168.56771","196","Shitlist","44"
"Future Of The Left","Aleena","4","Kirby","112.63955","196","Fingers Become Thumbs","44"
"Franz Ferdinand","Aleena","5","Kirby","206.28853","196","Call Me","44"
"Travie McCoy","Aleena","6","Kirby","211.12118","196","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","44"
"Lily Allen","Aleena","7","Kirby","194.76853","196","Smile","44"
"Rancid","Aleena","8","Kirby","223.65995","196","Fall Back Down (Album Version)","44"
"Katy Perry","Aleena","9","Kirby","228.49261","196","I'm Still Breathing","44"
"Freestylers","Aleena","10","Kirby","340.06159","196","Punks (Krafty Kuts Remix)","44"
"Kid Rock","Rylan","1","George","296.95955","15","All Summer Long (Album Version)","16"
"LITE","Aleena","11","Kirby","248.08444","196","On A Gloomy Evening","44"
"The Killers","Rylan","2","George","220.89098","15","When You Were Young","16"
"Hymie's Basement","Aleena","12","Kirby","175.38567","196","Ghost Dream","44"
"Pavement","Aleena","13","Kirby","195.73506","196","Rooftop Gambler","44"
"Trey Songz","Rylan","3","George","205.81832","15","Can't Help But Wait (Album Version)","16"
"Shakira","Aleena","14","Kirby","159.05914","196","La Pared","44"
"Billy J Kramer & The Dakotas","Rylan","4","George","191.32036","15","Tennessee Waltz (Live)","16"
"Arctic Monkeys","Aleena","15","Kirby","138.10893","196","D is for Dangerous","44"
"Dashboard Confessional","Rylan","5","George","224.54812","15","Ghost Of A Good Thing","16"
"Moby","Aleena","18","Kirby","196.75383","196","Lift Me Up","44"
"Dan Deacon","Aleena","19","Kirby","483.89179","196","Snookered","44"
"Puddle Of Mudd","Aleena","20","Kirby","210.80771","196","Psycho","44"
"Red Hot Chili Peppers","Aleena","21","Kirby","334.65424","196","Snow [Hey Oh] (Album Version)","44"
"The Barbarians","Aleena","22","Kirby","149.44608","196","Memphis_ Tennessee","44"
"Julia Fordham","Aleena","23","Kirby","213.44608","196","Jump (Live)","44"
"Alicia Keys","Aleena","24","Kirby","455.52281","196","Streets Of New York (City Life)","44"
"Regina Spektor","Aleena","25","Kirby","247.69261","196","Another Town","44"
"Deborah Harry & Iggy Pop","Aleena","26","Kirby","207.49016","196","Well Did You Evah!","44"
"Dr. Dre / Eminem / Alvin Joiner","Aleena","27","Kirby","244.21832","196","What's The Difference","44"
"Marcel Woods","Aleena","28","Kirby","424.33261","196","Advanced (Ton T.B. Mix)","44"
"OneRepublic","Aleena","29","Kirby","208.14322","196","Apologize","44"
"Beastie Boys","Aleena","30","Kirby","172.22485","196","The Maestro","44"
"Paramore","Aleena","31","Kirby","267.65016","196","The Only Exception (Album Version)","44"
"Varios","Aleena","32","Kirby","204.64281","196","Hasta siempre","44"
"The Black Keys","Aleena","33","Kirby","191.76444","196","Howlin For You","44"
"Muse","Aleena","34","Kirby","198.79138","196","Feeling Good","44"
"Frankie J","Aleena","35","Kirby","254.32771","196","Daddy's Little Girl","44"
"Kirk Franklin & The Family","Aleena","36","Kirby","418.71628","196","Now Behold The Lamb","44"
"Cooly's Hot Box","Aleena","37","Kirby","371.06893","196","Make Me Happy","44"
"Ron Van Den Beuken","Cecilia","0","Owens","506.5922","229","Timeless","6"
"Sparks","Aleena","38","Kirby","199.02649","196","Lost And Found","44"
"Regina Spektor","Aleena","39","Kirby","191.08526","196","The Calculation (Album Version)","44"
"Subhumans","Aleena","40","Kirby","209.37098","196","Rain","44"
"Sia","Aleena","43","Kirby","302.602","196","Beautiful Calm Driving","44"
"Shadows Fall","Aleena","44","Kirby","178.65098","196","Lead Me Home","44"
"Eminem / Dr. Dre / 50 Cent","Aleena","45","Kirby","297.56036","196","Crack A Bottle","44"
"Vampire Weekend","Aleena","46","Kirby","195.7873","196","Oxford Comma (Album)","44"
"Eddie Floyd","Lily","1","Burns","198.19057","31","Guess Who","32"
"The Swell Season","Sylvie","0","Cruz","319.13751","220","If You Want Me (Live)","10"
"Alex Band","Jordan","0","Hicks","238.8371","145","Tonight (Single Mix)","37"
"Nightwish","Sylvie","1","Cruz","305.97179","220","The Islander","10"
"Cartola","Brantley","0","West","172.12036","133","As Rosas NÃÂ£o Falam","28"
"Vampire Weekend","Brantley","1","West","269.16526","133","I Think Ur A Contra","28"
"Sebadoh","Brantley","2","West","210.18077","133","Hassle","28"
"Incubus","Brantley","3","West","212.74077","133","Wish You Were Here","28"
"Blue States","Brantley","4","West","239.3073","133","Allies","28"
"Octopus Project","Magdalene","1","Herman","498.33751","141","Hypnopaedia","77"
"Mike Posner","Jahiem","0","Miles","214.7522","228","Cooler Than Me","43"
"Alliance Ethnik","Chloe","0","Roth","252.21179","176","ReprÃÂ©sente","78"
"Gang Starr/Inspectah Deck","Chloe","3","Roth","225.07057","176","Above The Clouds (Edited)","78"
"Was (Not Was)","Braden","1","Parker","239.15057","164","Shake Your Head","74"
"23 Skidoo","Chloe","4","Roth","370.88608","176","Crossfire","78"
"Dwight Yoakam","Chloe","5","Roth","239.3073","176","You're The One","78"
"Finger Eleven","Adler","1","Barrera","259.68281","198","Obvious Heart","100"
"Shaggy","Adler","2","Barrera","212.97587","198","Intoxication","100"
"Kid Cudi","Anabelle","0","Simpson","227.34322","235","Up Up & Away","69"
"Klaus Doldinger's Passport","Adler","3","Barrera","460.43383","198","Fairy Tale","100"
"Aesop Rock","Anabelle","1","Simpson","245.65506","235","None Shall Pass (Main)","69"
"Salt 'n' Pepa with En Vogue","Bronson","0","Harris","296.202","134","Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version)","33"
"Tiger Army","Bronson","1","Harris","129.38404","134","Ghost Tigers Rise (Album Version)","33"
"NEEDTOBREATHE","Bronson","2","Harris","225.82812","134","Don't Wait For Daylight (Album Version)","33"
"Baby Huey & The Baby Sitters","Tegan","0","Levine","194.7424","243","Hard Times (LP Version)","80"
"Justin Bieber","Tegan","1","Levine","220.89098","243","Somebody To Love","80"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Tegan","2","Levine","238.65424","243","Walk Like A Woman (Album Version)","80"
"Taylor Swift","Tegan","3","Levine","230.47791","243","You Belong With Me","80"
"Ottmar Liebert","Tegan","4","Levine","174.54975","243","Festival (Of 7 Lights)","80"
"The Roots","Jacob","0","Klein","285.6224","72","Dynamite!","73"
"Foo Fighters","Jacob","1","Klein","235.28444","72","Learn To Fly","73"
"El Hombre Burbuja","Jacob","2","Klein","161.33179","72","Buzos (En La Luna)","73"
"Rock Kills Kid","Jacob","3","Klein","271.38567","72","Back To Life (Album Version)","73"
"Manu Chao","Jacob","4","Klein","288.15628","72","Me Quedo Contigo [Si Me Das A Elegir]","73"
"B.o.B","Jacob","5","Klein","269.63546","72","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Baby Boy Da Prince / Mannie Fresh","Jacob","6","Klein","235.2322","72","Naw Meen","73"
"Gerry Rafferty","Jacob","7","Klein","224.39138","72","Don't Close The Door","73"
"the bird and the bee","Jacob","10","Klein","165.642","72","Again & Again","73"
"Blur","Jacob","11","Klein","361.58649","72","Sing","73"
"Puerto Rican Power","Jacob","12","Klein","305.44934","72","Juguete De Nadie","73"
"Hercules And Love Affair","Jacob","13","Klein","471.74485","72","Blind (Frankie Knuckles Remix)","73"
"BeyoncÃÂ©","Jacob","14","Klein","235.67628","72","Kitty Kat","73"
"Burt Bacharach","Jacob","15","Klein","200.54159","72","Pacific Coast Highway","73"
"Common","Jacob","16","Klein","144.16934","72","Be (Intro)","73"
"Ra Ra Riot","Jacob","17","Klein","152.71138","72","Can You Tell","73"
"Flyleaf","Jacob","18","Klein","167.8624","72","There For You","73"
"Neil Young","Jacob","19","Klein","414.69342","72","Danger Bird (Album Version)","73"
"A Day To Remember","Jacob","20","Klein","87.50975","72","You Already Know What You Are","73"
"Del Tha Funkee Homosapien","Jacob","21","Klein","199.07873","72","Sleepin' On My Couch","73"
"Leopoldo Federico","Jacob","22","Klein","205.73995","72","La Cachila","73"
"Moose","Jacob","23","Klein","490.21342","72","Do You Remember","73"
"Wyclef Jean","Jacob","24","Klein","242.07628","72","Knockin' On Heaven's Door","73"
"Alvin And The Chipmunks","Jacob","25","Klein","166.47791","72","Coast 2 Coast","73"
"Anthrax","Jacob","26","Klein","458.23955","72","Who Cares Wins","73"
"Beatsteaks","Jacob","27","Klein","177.8673","72","Jane Became Insane","73"
"Nouvelle Vague","Anabelle","0","Simpson","132.70159","249","Too Drunk Too F****","69"
"Mastodon","Anabelle","1","Simpson","218.87955","249","Divinations (Album Version)","69"
"The Killers","Anabelle","2","Simpson","245.99465","249","Sam's Town","69"
"Alanis Morissette","Stefany","0","White","175.82975","186","Right Through You (LP Version)","83"
"Des'ree","Kaylee","1","Summers","246.30812","139","You Gotta Be","8"
"Mr Oizo","Kaylee","3","Summers","144.03873","139","Flat 55","8"
"Tamba Trio","Kaylee","4","Summers","177.18812","139","Quem Quiser Encontrar O Amor","8"
"The Mars Volta","Kaylee","5","Summers","380.42077","139","Eriatarka","8"
"Infected Mushroom","Kaylee","6","Summers","440.2673","139","Becoming Insane","8"
"Blue October / Imogen Heap","Kaylee","7","Summers","241.3971","139","Congratulations","8"
"Girl Talk","Kaylee","8","Summers","160.15628","139","Once again","8"
"Black Eyed Peas","Sylvie","0","Cruz","214.93506","9","Pump It","10"
"Fall Out Boy","Ryan","1","Smith","200.72444","169","Nobody Puts Baby In The Corner","26"
"M.I.A.","Ryan","2","Smith","233.7171","169","Mango Pickle Down River (With The Wilcannia Mob)","26"
"Survivor","Jayden","0","Fox","245.36771","100","Eye Of The Tiger","101"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Mohammad","0","Rodriguez","277.15873","961","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","88"
"Jimi Hendrix","Mohammad","1","Rodriguez","239.82975","961","Woodstock Inprovisation","88"
"Building 429","Mohammad","2","Rodriguez","300.61669","961","Majesty (LP Version)","88"
"The B-52's","Gianna","0","Jones","321.54077","107","Love Shack","38"
"Die Mooskirchner","Gianna","1","Jones","169.29914","107","Frisch und g'sund","38"
"Carrie Underwood","Gianna","2","Jones","195.70893","107","Look At Me","38"
"No Te Va Gustar","Kaylee","0","Summers","246.43873","833","Ya EntendÃÂ­","8"
"The Velvet Underground / Nico","Kaylee","1","Summers","360.09751","833","All Tomorrow's Parties","8"
"Snoop Dogg / Jamie Foxx","Kaylee","2","Summers","179.35628","833","Psst!","8"
"Dixie Chicks","Kaylee","3","Summers","201.01179","833","There's Your Trouble","8"
"Linkin Park","Kaylee","5","Summers","189.28281","833","Given Up (Album Version)","8"
"Alice In Chains","Kevin","0","Arellano","239.35955","934","Take Her Out","66"
"Florence + The Machine","Anabelle","1","Simpson","176.69179","926","My Boy Builds Coffins","69"
"Spoon","Theodore","0","Smith","299.20608","968","The Mystery Zone","52"
"Alice In Chains","Aiden","1","Hess","223.26812","917","Would?","86"
"Natalie Walker","Aiden","2","Hess","191.84281","917","Colorblind","86"
"Traveling Wilburys","Ava","0","Robinson","207.59465","940","End Of The Line","50"
"Cherokee","Chloe","0","Cuevas","414.6673","960","Relax","49"
"NOFX","Chloe","1","Cuevas","1099.78077","960","The Decline","49"
"Cameo","Chloe","2","Cuevas","211.98322","960","Word Up!","49"
"Natalia Lafourcade","Layla","0","Griffin","264.25424","879","Look Outside","24"
"J Dilla","Layla","1","Griffin","232.46322","879","Won't Do","24"
"Sergio Mendes","Layla","2","Griffin","254.85016","879","Never Gonna Let You Go","24"
"Jarabe De Palo","Layla","3","Griffin","205.08689","879","En Lo Puro No Hay Futuro","24"
"Carrie Underwood","Layla","4","Griffin","257.88036","879","I Told You So","24"
"Enigma","Elijah","0","Davis","258.71628","138","Je T'aime Till My Dying Day","5"
"Kelly Clarkson","Layla","5","Griffin","221.09995","879","The Trouble With Love Is","24"
"Timbaland & Magoo","Layla","6","Griffin","279.7971","879","Put 'Em On","24"
"The Wombats","Elijah","1","Davis","69.95546","138","Tales of Girls_ Boys and Marsupials (album version)","5"
"Andrew Bird","Elijah","2","Davis","316.47302","138","Skin Is_ My","5"
"Colin James","Layla","8","Griffin","298.52689","879","Just Came Back","24"
"Los Wawanco","Rylan","0","George","165.79873","871","La Casita Blanca","16"
"Dancing DJ's v Roxette","Layla","9","Griffin","370.78159","879","Fading Like A Flower (Extended Mix)","24"
"Robert Rich & Alio Die","Layla","10","Griffin","375.92771","879","Sirena","24"
"Gabin featuring China Moses","Layla","11","Griffin","249.36444","879","The Other Way Round (Feat. China Moses)","24"
"Los Lobos","Aiden","0","Hess","174.18404","978","La Bamba","86"
"Robert Pollard","Aiden","1","Hess","202.91873","978","We All Got Out (of the Army)","86"
"MÃÂ¥ns ZelmerlÃÂ¶w","Aiden","2","Hess","206.96771","978","Brother Oh Brother","86"
"Shakira","Aiden","3","Hess","192.70485","978","Did it Again","86"
"Showbread","Aiden","4","Hess","297.58649","978","The Pig","86"
"DHT Feat. EdmÃÂ©e","Chloe","1","Cuevas","229.98159","982","Listen To Your Heart","49"
"Bersuit Vergarabat","Chloe","2","Cuevas","212.40118","982","Yo Tomo","49"
"La Roux","Chloe","3","Cuevas","185.65179","982","Quicksand","49"
"Conjure One","Chloe","4","Cuevas","300.09424","982","Center Of The Sun","49"
"Graham Colton","Chloe","5","Cuevas","235.10159","982","On Your Side","49"
"The Starting Line","Chloe","6","Cuevas","207.85587","982","I'm Real","49"
"Jimmy Eat World","Chloe","7","Cuevas","385.802","982","Drugs Or Me","49"
"Pull Tiger Tail","Chloe","8","Cuevas","239.882","982","Hurricanes","49"
"OneRepublic","Chloe","9","Cuevas","224.67873","982","Secrets","49"
"Hannah Montana","Chloe","10","Cuevas","174.00118","982","The Best Of Both Worlds","49"
"Ramses Shaffy","Matthew","1","Jones","332.69506","957","Laat Me.","36"
"Van Halen","Matthew","2","Jones","228.33587","957","Why Can't This Be Love (Remastered Version)","36"
"Method Man","Ava","0","Robinson","195.97016","979","All I Need","50"
"Mando Diao","Matthew","3","Jones","238.54975","957","Down In The Past","36"
"The Archies","Ava","1","Robinson","166.16444","979","Sugar Sugar","50"
"OneRepublic","Matthew","4","Jones","208.14322","957","Apologize","36"
"Ensiferum","Matthew","5","Jones","273.8673","957","Lady In Black","36"
"Gold Panda","Matthew","6","Jones","189.09995","957","Win-san Western","36"
"Dixie Chicks","Matthew","7","Jones","206.44526","957","Tonight The Heartache's On Me","36"
"Ferry Corsten","Matthew","8","Jones","466.46812","957","Sublime","36"
"Energy 52","Ryan","0","Smith","462.13179","946","CafÃÂ© Del Mar","26"
"Babyshambles","Matthew","9","Jones","206.49751","957","Killamangiro","36"
"Michael BublÃÂ©","Ryan","1","Smith","225.90649","946","Home (Album Version)","26"
"Steppenwolf","Matthew","10","Jones","208.14322","957","Born To Be Wild","36"
"Jean Michel Jarre","Ryan","2","Smith","461.58322","946","oxygene 2","26"
"BjÃÂ¶rk","Matthew","11","Jones","348.57751","957","Undo","36"
"Anberlin","Matthew","12","Jones","203.02322","957","Alexithymia","36"
"Metallica","Matthew","13","Jones","515.21261","957","Master Of Puppets","36"
"Imogen Heap","Matthew","14","Jones","509.36118","957","Hide & Seek","36"
"Crosby_ Stills & Nash","Chloe","0","Cuevas","257.43628","987","Long Time Gone  (LP Version)","49"
"Nickel Creek","Chloe","1","Cuevas","187.55873","987","Scotch & Chocolate","49"
"MF Doom","Matthew","16","Jones","296.72444","957","Guinnesses (feat. Angelika & 4ize)","36"
"Breaks Co-Op","Ryan","1","Smith","199.73179","989","The Otherside (Acoustic Version)","26"
"The Streets","Chloe","2","Cuevas","208.90077","987","War Of The Sexes","49"
"Old 97's","Matthew","17","Jones","231.28771","957","Victoria (LP Version)","36"
"Martin O'Donnell And Michael Salvatori","Chloe","3","Cuevas","185.80853","987","Reclaimer","49"
"Kate Voegele","Matthew","18","Jones","248.31955","957","It's Only Life","36"
"Justin Bieber","Chloe","4","Cuevas","220.89098","987","Somebody To Love","49"
"Devotchka","Matthew","19","Jones","225.09669","957","Head Honcho","36"
"Silversun Pickups","Chloe","5","Cuevas","340.53179","987","Three Seed","49"
"Animal Collective","Matthew","20","Jones","164.77995","957","Winter Wonderland","36"
"Dinosaur Jr.","Chloe","6","Cuevas","198.53016","987","Does It Float","49"
"Iam","Matthew","21","Jones","287.92118","957","Contrat De Conscience","36"
"Sam Sparro","Chloe","7","Cuevas","284.70812","987","Pocket","49"
"The Ethiopians","Matthew","22","Jones","170.1873","957","Train To Skaville","36"
"Leonard Cohen","Chloe","8","Cuevas","365.94893","987","Dance Me To The End Of Love","49"
"Herman's Hermits","Matthew","23","Jones","155.42812","957","I'm Into Something Good","36"
"Seeed","Matthew","24","Jones","207.59465","957","Tide Is High (Es Geht Auch Anders Mix)","36"
"Future Rock","Chloe","9","Cuevas","239.90812","987","Gears","49"
"Three Drives","Matthew","25","Jones","411.6371","957","Greece 2000","36"
"Eminem","Chloe","10","Cuevas","283.55873","987","Deja Vu","49"
"Creedence Clearwater Revival","Matthew","26","Jones","230.94812","957","It's Just A Thought","36"
"Florence + The Machine","Chloe","11","Cuevas","219.66322","987","Dog Days Are Over (Radio Edit)","49"
"The Kooks","Matthew","27","Jones","98.16771","957","Seaside","36"
